State,No.,Facility Name,Full Address,Phone Number,District
Johor,194,KD Sepang Loi,"KD Sepang Loi, Kg. Sepang Loi, 85100, Segamat, Johor",07-9497355,Segamat
Johor,195,KD Separap,"KD Separap, Kg Parit Separap, Parit Sulong, 83000, Batu Pahat, Johor",07-4101650,Batu Pahat
Johor,196,KD Serom 1,"KD Serom 1, Serom, Sungai Mati Ledang, 84410, Tangkak, Johor",06-9756597,Tangkak
Johor,197,KD Serom 2,"KD Serom 2, Serom, Sungai Mati Ledang, 84410, Tangkak, Johor",06-9755053,Tangkak
Johor,198,KD Serom 3,"KD Serom 3, Serom, Sg. Mati Ledang, 84410, Tangkak, Johor",06-9756602,Tangkak
Johor,199,KD Serom 6,"KD Serom 6, Sungai Mati, Ledang, 84410, Tangkak, Johor",06-9756593,Tangkak
Johor,200,KD Sg Telor,"KD Sg Telor, Kg Seri Jaya, Sg Telor, 81900, Kota Tinggi, Johor",07-8827780,Kota Tinggi
Johor,201,KD Sialang,"KD Sialang, Tangkak, Ledang, 84900, Tangkak, Johor",06-9788525,Tangkak
Johor,202,KD Simpang 6,"KD Simpang 6, Rengit, Batu Pahat, 83000, Batu Pahat, Johor",07-4296451,Batu Pahat
Johor,203,KD Simpang Lima Darat,"KD Simpang Lima Darat, Bukit Gambir, Ledang, 84800, Tangkak, Johor",06-9765914,Tangkak
Johor,204,KD Simpang Lima Pekan,"KD Simpang Lima Pekan, Bukit Gambir, Ledang, 84800, Tangkak, Johor",06-9764641,Tangkak
Johor,205,KD Skudai,"KD Skudai, No 15A&15B, Jln Lawang, Bt10 Skudai, Johor, 81300, Johor Bahru, Johor",07-5587939,Johor Bahru
Johor,206,KD Sri Bunian,"KD Sri Bunian, Batu 33, Jln Johor Pontian, 82000, Pontian, Johor",07-6862439,Pontian
Johor,207,KD Sri Ladang,"KD Sri Ladang, Kampong Sri Ladang, 83000, Batu Pahat, Johor",07-4244198,Batu Pahat
Johor,208,KD Sri Lalang,"KD Sri Lalang, 86000 Kluang, 86000, Kluang, Johor",07-7765343,Kluang
Johor,209,KD Sri Ledang (Felda),"KD Sri Ledang (Felda), Jementah, Ledang, 85220, Tangkak, Johor",06-9776753,Tangkak
Johor,210,KD Sri Makmor,"KD Sri Makmor, Tangkak, Ledang, 84900, Tangkak, Johor",06-9789012,Tangkak
Johor,211,KD Sri Menanti,"KD Sri Menanti, Kampung Sri Menanti, 83000, Batu Pahat, Johor",07-4859021,Batu Pahat
Johor,212,KD Sri Mendapat,"KD Sri Mendapat, Kampong Sri Mendapat, 83000, Batu Pahat, Johor",07-4544714,Batu Pahat
Johor,213,KD Sri Pantai,"KD Sri Pantai, Jalan Masjid, 86800, Mersing, Johor",07-7996303,Mersing
Johor,214,KD Sungai Ara (Felcra),"KD Sungai Ara (Felcra), Felcra Sg Ara, 81900, Kota Tinggi, Johor",07-8823406,Kota Tinggi
Johor,215,KD Sungai Ayam,"KD Sungai Ayam, Kg. Sg. Ayam, 83040, Batu Pahat, Johor",07-4288255,Batu Pahat
Johor,216,KD Sungai Balang Darat,"KD Sungai Balang Darat, Kg Sg Balang Darat Sri Menanti, 84160, Muar, Johor",06-9883312,Muar
Johor,217,KD Sungai Bilah,"KD Sungai Bilah, Bukit Gambir, Ledang, 84800, Tangkak, Johor",06-9764642,Tangkak
Johor,218,KD Sungai Boh,"KD Sungai Boh, Jln Sg. Boh Pontian, 82030, Pontian, Johor",07-6961058,Pontian
Johor,219,KD Sungai Bunyi,"KD Sungai Bunyi, Bt 35 Jln Johor Pontian, 82000, Pontian, Johor",07-6867419,Pontian
Johor,220,KD Sungai Burung,"KD Sungai Burung, Jln Sg. Burung Pekan Nenas, Pontian, 81500, Pontian, Johor",07-6992348,Pontian
Johor,221,KD Sungai Gersik,"KD Sungai Gersik, Kg Sg Gersik, 84000, Muar, Johor",06-9882068,Muar
Johor,222,KD Sungai Karang,"KD Sungai Karang, Jln Sg. Karang Kukup Pontian, 82300, Pontian, Johor",07-6883769,Pontian
Johor,223,KD Sungai Karas,"KD Sungai Karas, Sungai Karas, Bekok, 86500, Segamat, Johor",07-9255355,Segamat
Johor,224,KD Sungai Linau,"KD Sungai Linau, Simpang Renggam, 86200 Kluang, Johor, 86200, Kluang, Johor",07-7552633,Kluang
Johor,225,KD Sungai Melayu,"KD Sungai Melayu, Kg. Sungai Melayu, 81200, Johor Bahru, Johor",07-2711902,Johor Bahru
Johor,226,KD Sungai Merlong,"KD Sungai Merlong, Rengit, Batu Pahat, 83000, Batu Pahat, Johor",07-4244217,Batu Pahat
Johor,227,KD Sungai Muda,"KD Sungai Muda, JKR 1515 Kg Sg Muda, 84160, Muar, Johor",06-9882063,Muar
Johor,228,KD Sungai Sayong,"KD Sungai Sayong, 86300 Renggam, Kluang, Johor, 86007, Kluang, Johor",07-7575133,Kluang
Johor,229,KD Sungai Sayong (Felda),"KD Sungai Sayong (Felda), Felda Sg Sayong, 81900, Kota Tinggi, Johor",07-8978949,Kota Tinggi
Johor,230,KD Sungai Sibol (Felda),"KD Sungai Sibol (Felda), Felda Sg Sibol, 81900, Kota Tinggi, Johor",07-8963857,Kota Tinggi
Johor,231,KD Sungai Terap,"KD Sungai Terap, JKR 2173 Kg Sungai Terap Muar, 84000, Muar, Johor",06-9859754,Muar
Johor,232,KD Sungai Tiram,"KD Sungai Tiram, JKR 2114, Jln Sg. Tiram, 81800 Ulu Tiram, 81800, Johor Bahru, Johor",07-8616449,Johor Bahru
Johor,233,KD Talang Bunut,"KD Talang Bunut, Kampung Talang Olak Bunut, 83000, Batu Pahat, Johor",07-4545416,Batu Pahat
Johor,234,KD Tanjong Buai,"KD Tanjong Buai, Kg. Tanjung Buai, 81900, Kota Tinggi, Johor",013-7306382,Kota Tinggi
Johor,235,KD Tanjong Langsat,"KD Tanjong Langsat, JKR 5376, Jln Kg Tg Langsat, Masai, Johor, 81750, Johor Bahru, Johor",07-2167657,Johor Bahru
Johor,236,KD Tanjong Serindit,"KD Tanjong Serindit, Kampung Tanjung Serindit, 81900, Kota Tinggi, Johor",013 7712802,Kota Tinggi
Johor,237,KD Tanjung Ayer Hitam,"KD Tanjung Ayer Hitam, Jln Kayu Ara Pasong Pontian, 82010, Pontian, Johor",07-6952520,Pontian
Johor,238,KD Tanjung Laboh,"KD Tanjung Laboh, Batu 10 Kampung Koris, Tanjung Laboh, 83200, Batu Pahat, Johor",07-4293837,Batu Pahat
Johor,239,KD Tanjung Selabu,"KD Tanjung Selabu, JKR 1916, Kg Tg. Selabu Bkt. Pasir, 84000, Muar, Johor",06-9858206,Muar
Johor,240,KD Tanjung Semberong,"KD Tanjung Semberong, Kg. Tanjung Semberong, 86400, Batu Pahat, Johor",07-4544711,Batu Pahat
Johor,241,KD Telok Bakong,"KD Telok Bakong, Serom, Sungai Mati Ledang, 84410, Tangkak, Johor",06-9756598,Tangkak
Johor,242,KD Telok Kerang,"KD Telok Kerang, Jln Teluk Kerang Kukup Pontian, 82300, Pontian, Johor",07-6867804,Pontian
Johor,243,KD Telok Rimba,"KD Telok Rimba, 84000 Sungai Mati, Ledang, 84000, Tangkak, Johor",06-9751054,Tangkak
Johor,244,KD Telok Sengat,"KD Telok Sengat, Kampung Telok Sengat, 81900, Kota Tinggi, Johor",07-8955446,Kota Tinggi
Johor,245,KD Teluk Ramunia,"KD Teluk Ramunia, Jalan Ramunia, 81900, Kota Tinggi, Johor",07-8264420,Kota Tinggi
Johor,246,KD Temiang,"KD Temiang, JKR 1317 Kg Temiang Muar, 84000, Muar, Johor",06-9513363,Muar
Johor,247,KD Temu Jodoh,"KD Temu Jodoh, Chaah, Segamat, 85400, Segamat, Johor",07-9261277,Segamat
Johor,248,KD Tenang,"KD Tenang, Kg Tenang, Air Panas, 85300, Segamat, Johor",07-9287819,Segamat
Johor,249,KD Tenang Station,"KD Tenang Station, Tenang Station, Labis, Johor, 85000, Segamat, Johor",07-9270130,Segamat
Johor,250,KD Tenggaroh 1 (Felda),"KD Tenggaroh 1 (Felda), Mersing, 86800, Mersing, Johor",07-7911611,Mersing
Johor,251,KD Tenggaroh 5 (Felda),"KD Tenggaroh 5 (Felda), Mersing, 86800, Mersing, Johor",07-7911208,Mersing
Johor,252,KD Tenggaroh Selatan 1,"KD Tenggaroh Selatan 1, Felda Tenggaroh 1, 81900, Kota Tinggi, Johor",07-7914796,Kota Tinggi
Johor,253,KD Tiram Duku,"KD Tiram Duku, Johor Bahru, 80950, Johor Bahru, Johor",07-5073480,Johor Bahru
Johor,254,KD Triang,"KD Triang, Jln Triang, 86800, Mersing, Johor",07-7944628,Mersing
Johor,255,KD Ulu Benut,"KD Ulu Benut, Simpang Renggam, 86200 Kluang, Johor, 86200, Kluang, Johor",07-7552433,Kluang
Johor,256,KD Ulu Choh,"KD Ulu Choh, Kg Ulu Choh, 81150, Kulai, Johor",07-6993621,Kulai
Johor,257,KD Ulu Penggeli,"KD Ulu Penggeli, 86007 Kluang, Johor, 86007, Kluang, Johor",07-7863800,Kluang
Johor,258,KD Ulu Tebrau (Felda),"KD Ulu Tebrau (Felda), 3195A- Felda Ulu Tebrau, Ulu Tiram, 81800, Johor Bahru, Johor",07-8601210,Johor Bahru
Johor,259,KK Air Hitam,"KK Air Hitam,  Batu 15, Muar, 84200, Muar, Johor",07-4212512,Muar
Johor,260,KK Air Tawar 2,"KK Air Tawar 2, Felda Air Tawar 2, 81920 Kota Tinggi, Johor, 81920, Kota Tinggi, Johor",07-8932207,Kota Tinggi
Johor,261,KK Air Tawar 5 (Felda),"KK Air Tawar 5 (Felda), Felda Air Tawar 5, 81900 Kota Tinggi, Johor",07-8952872,81900 Kota Tinggi
Johor,262,KK Ayer Baloi,"KK Ayer Baloi, Ayer Baloi, Pontian, 82100, Pontian, Johor",07-6931213 / 07-6933712,Pontian
Johor,263,KK Ayer Hitam,"KK Ayer Hitam, Batu 1 Jalan Yong Peng, 86100, Batu Pahat, Johor",07-7581966,Batu Pahat
Johor,264,KK Bagan,"KK Bagan, MLO 091, Pekan Parit Besar Bagan, Bagan, 83000, Batu Pahat, Johor",07-4138107,Batu Pahat
Johor,265,KK Bakri,"KK Bakri, Jalan Muar ke Pagoh, Muar, 84600, Muar, Johor",06-9867007,Muar
Johor,266,KK Bandar Mas,"KK Bandar Mas, Bandar Mas, 81900 Kota Tinggi, Johor, 81900, Kota Tinggi, Johor",07-8236155,Kota Tinggi
Johor,267,KK Bandar Penawar,"KK Bandar Penawar, Jln Pembangunan, Bandar Penawar, 81930, Kota Tinggi, Johor",07-8221064,Kota Tinggi
Johor,268,KK Bandar Putra,"KK Bandar Putra, Jalan Genuang, Bandar Putra, Segamat, 85000, Segamat, Johor",07-9436099,Segamat
Johor,269,KK Bandar Tenggara,"KK Bandar Tenggara, Kulaijaya, 81440, Kota Tinggi, Johor",07-8966199,Kota Tinggi
Johor,270,KK Batu Anam,"KK Batu Anam, Jalan Bukit Cantik, Jalan Muar, Batu Anam, 85100, Segamat, Johor",07-9499249,Segamat
Johor,271,KK Batu Pahat,"KK Batu Pahat, PTD 6625, Jalan Kluang Batu Pahat, Simpang Kanan, 83000, Batu Pahat, Johor",07-4343355,Batu Pahat
Johor,272,KK Bayu Damai,"KK Bayu Damai, Pengerang, 81600, Kota Tinggi, Johor",019-7251130,Kota Tinggi
Johor,273,KK Bekok,"KK Bekok, Jalan Gunung, 86500 Bekok, Segamat, 86500, Segamat, Johor",07-9221241,Segamat
Johor,274,KK Benut,"KK Benut, Jalan Parit Ismail, Benut, 82200, Pontian, Johor",07-6903633,Pontian
Johor,275,KK Bukit Besar,"KK Bukit Besar, Felda Bukit Besar, Kulai Jaya, 81450, Kota Tinggi, Johor",07-8977255 / 07-8976130,Kota Tinggi
Johor,276,KK Bukit Gambir,"KK Bukit Gambir, Lot 11961 Klinik Kesihatan Bukit Gambir, Gersik, 84800, Tangkak, Johor",06-9762549 / 06-9761353,Tangkak
Johor,277,KK Bukit Indah,"KK Bukit Indah, PTD 89954, Jalan Indah 4/14, Taman Bukit Indah, 79100,  Johor Bahru, Johor",-,Johor Bahru
Johor,278,KK Bukit Pasir,"KK Bukit Pasir, 84300 Bukit Pasir, Muar, Johor, 84300, Muar, Johor",06-9856196,Muar
Johor,279,KK Bukit Serampang,"KK Bukit Serampang, Jalan Durian Condong, Bukit Serampang, Jementah, Ledang, 85210, Tangkak, Johor",06-9776961,Tangkak
Johor,280,KK Bukit Waha,"KK Bukit Waha, Felda Bukit Waha, 81907, Kota Tinggi, Johor",07-8925595,Kota Tinggi
Johor,281,KK Buloh Kasap,"KK Buloh Kasap, Jalan Tasik Alai, Buluh Kasap, 85010, Segamat, Johor",07-9441241,Segamat
Johor,282,KK Chaah,"KK Chaah, Chaah, Segamat, 85400, Segamat, Johor",07-9261236,Segamat
Johor,283,KK Endau,"KK Endau, Jln Sekolah, Mersing, 86900, Mersing, Johor",07-7945066 / 07-7943214,Mersing
Johor,284,KK Gelang Patah,"KK Gelang Patah, JKR 4176 Jalan Besar Gelang Patah, 81550, Johor Bahru, Johor",07-5101252,Johor Bahru
Johor,285,KK Gersik,"KK Gersik, Gersik, Ledang, 84700, Tangkak, Johor",06-9728780,Tangkak
Johor,286,KK Jemaluang,"KK Jemaluang, Mersing, 86810, Mersing, Johor",07-7921271,Mersing
Johor,287,KK Jementah,"KK Jementah, Jalan Muar, Jementah, Segamat, 85200, Segamat, Johor",07-9475097 / 07-9471321,Segamat
Johor,288,KK Kahang Batu 22,"KK Kahang Batu 22, Lot 96, Jalan Mersing Batu 22, Kahang, 86700, Kluang, Johor",07-7881229,Kluang
Johor,289,KK Kahang Timur,"KK Kahang Timur, Jalan Merak, Felda Kahang Timur, 86000, Kluang, Johor",07-7866633,Kluang
Johor,290,KK Kampung Cahaya Baru,"KK Kampung Cahaya Baru, JKR 2116, Jln Perak, Kampung Cahaya Baru, Masai, 81750, Johor Bahru, Johor",07-2612346,Johor Bahru
Johor,291,KK Kayu Ara Pasong,"KK Kayu Ara Pasong, Jln Kayu Ara Pasong, Api-Api, 82010, Pontian, Johor",07-6951355,Pontian
Johor,292,KK Kelapa Sawit,"Klinik Kesihatan Kelapa Sawit, Jalan Kelapa Sawit, 81000, Kulai, Johor",-,Kulai
Johor,293,KK Kempas,"KK Kempas, JKR 6044, Jln Persisiran Tanjung Tampoi, 81200, Johor Bahru, Johor",07-2382060,Johor Bahru
Johor,294,KK Kulai,"KK Kulai, Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000, Kulai, Johor",07-6625255,Kulai
Johor,295,KK Kulai Besar,"KK Kulai Besar, Batu 19 Jalan Air Hitam, Kulaijaya, 81000, Kulai, Johor",07-6622403,Kulai
Johor,296,KK Labis,"KK Labis, Jalan Pejabat, Labis, 85300, Segamat, Johor",07-9251500,Segamat
Johor,297,KK Larkin,"KK Larkin, PTD 4999, Jalan Sentosa, Larkin, 80350, Johor Bahru, Johor",07-2233249,Johor Bahru
Johor,298,KK Layang-Layang,"KK Layang-Layang, Jalan Pejabat Pos, Layang-Layang, 81850, Kluang, Johor",07-7527233,Kluang
Johor,299,KK Lenga,"KK Lenga, Batu 29 Lenga, Muar, 84040, Muar, Johor",06-9711445,Muar
Johor,300,KK Lok Heng,"KK Lok Heng, Jalan Amanah, 81900, Kota Tinggi, Johor",07-8947188 / 07-8947016,Kota Tinggi
Johor,301,KK Maharani,"KK Maharani, Jalan Salleh, Muar, 84000, Muar, Johor",06-9539729,Muar
Johor,302,KK Mahmoodiah,"KK Mahmoodiah, JKR 6274 Jalan Mahammodiah, 80100, Johor Bahru, Johor",07-2266166,Johor Bahru
Johor,303,KK Majidee,"KK Majidee, Pesakit Luar KK Majidee, Jalan Tebrau Lama, 81100, Johor Bahru, Johor",07-3323535,Johor Bahru
Johor,304,KK Masai,"KK Masai, JKR 5638, Jalan Pekeliling Masai, 81750, Johor Bahru, Johor",07-2521882 / 07-2511333,Johor Bahru
Johor,305,KK Mengkibol,"KK Mengkibol, Jalan Mengkibol, 86000, Kluang, Johor",07-7765343,Kluang
Johor,306,KK Mersing Kanan,"KK Mersing Kanan, Jalan Endau, Mersing, 86800, Mersing, Johor",07-7992005,Mersing
Johor,307,KK Muar,"KK Muar, Taman Tun Dr Ismail, Jalan Bakri Batu 1 1/2 Muar, 84000, Muar, Johor",06-9523563,Muar
Johor,308,KK Nitar 1,"KK Nitar 1 , Jalan, Merbah, Mersing, 86800, Mersing, Johor",07-7961633,Mersing
Johor,309,KK Pagoh,"KK Pagoh, Batu 15 Jln Muar Lenga, Muar, 84600, Muar, Johor",06-9746270,Muar
Johor,310,KK Paloh,"KK Paloh, No 139 Jalan Klinik, Paloh, 86600, Kluang, Johor",07-7811059,Kluang
Johor,311,KK Palong Timur,"KK Palong Timur, Palong Timur, Batu Anam, 85100, Segamat, Johor",07-4669261,Segamat
Johor,312,KK Parit Bakar,"KK Parit Bakar, Jalan Temenggung Ahmad, Muar, 84000, Muar, Johor",06-9811324,Muar
Johor,313,KK Parit Ismail,"KK Parit Ismail, Jln Parit Ismail, Pontian, 82200, Pontian, Johor",07-6903671,Pontian
Johor,314,KK Parit Jawa,"KK Parit Jawa, Jalan Temenggung Ahmad, Muar, 84150, Muar, Johor",06-9874252,Muar
Johor,315,KK Parit Raja,"KK Parit Raja, MLO 261, Jalan Besar Air Hitam, Sri Gading, 86400, Batu Pahat, Johor",07-4541237,Batu Pahat
Johor,316,KK Parit Sulong,"KK Parit Sulong, Lot 608, Pekan Parit Sulong, Simpang Kiri, 83500, Batu Pahat, Johor",07-4186204,Batu Pahat
Johor,317,KK Parit Yaani,"KK Parit Yaani, Lot 9167, Pekan Parit Yaani, Mukim 7, 83710, Batu Pahat, Johor",07-4846521,Batu Pahat
Johor,318,KK Parit Yusof,"KK Parit Yusof, Jalan Muar Batu Pahat, Muar, 83500, Muar, Johor",07-4161277,Muar
Johor,319,KK Pasir Gudang,"KK Pasir Gudang, JKR 5376, Jalan 8/1 Perjiranan 8,  Pasir Gudang, 81700, Johor Bahru, Johor",07-2510594,Johor Bahru
Johor,320,KK Paya Mengkuang,"KK Paya Mengkuang, JKR 4091 Jln Kelasi, Desa Paya Mengkuang, Gelang Patah, 81560, Johor Bahru, Johor",07-5080015,Johor Bahru
Johor,321,KK Payamas,"KK Payamas, Jalan Payamas, Tangkak, 84900, Tangkak, Johor",06-9781861,Tangkak
Johor,322,KK Pekan Air Panas,"KK Pekan Air Panas, Pekan Air Panas, Labis, Segamat, 85300, Segamat, Johor",07-9287008,Segamat
Johor,323,KK Pekan Nanas,"KK Pekan Nanas, Jln Pekan Nanas, Pontian, 81500, Pontian, Johor",07-6994352,Pontian
Johor,324,KK Pemanis,"KK Pemanis, Felda Pemanis, Segamat, 85009, Segamat, Johor",07-9456673,Segamat
Johor,325,KK Penerok,"KK Penerok, Jln Kukup, Pontian, 82300, Pontian, Johor",07-6960311,Pontian
Johor,326,KK Pengerang,"KK Pengerang, Felda Lok Heng, Tanjung Surat, 81600, Kota Tinggi, Johor",07-8252455,Kota Tinggi
Johor,327,KK Pesta,"KK Pesta, PTD 13591, Kampung Kenang-Kenangan Dato' Onn, Jalan Perak, Simpang Kanan, 83000, Batu Pahat, Johor",07-4343355,Batu Pahat
Johor,328,KK Pontian,"KK Pontian, Jalan Alsagoff, Pontian, 82000, Pontian, Johor",07-6868211 / 212 / 213,Pontian
Johor,329,KK Renggam,"KK Renggam, PTD 2495, Jalan Simpang Renggam, Renggam, 86300, Kluang, Johor",07-7535255,Kluang
Johor,330,KK Rengit,"KK Rengit, TLO 52, Jalan Besar Rengit, Rengit, 83500, Batu Pahat, Johor",07-4241224,Batu Pahat
Johor,331,KK Sagil,"KK Sagil, Jalan Segamat, Ledang, 84020, Tangkak, Johor",06-9772244,Tangkak
Johor,332,KK Sedili Besar,"KK Sedili Besar, Lot 218, Jalan Hj Md Lazim, Kambu, 81910, Kota Tinggi, Johor",07-8899870,Kota Tinggi
Johor,333,KK Segamat,"KK Segamat, Jalan Muar, Segamat, 85000, Segamat, Johor",07-9313334,Segamat
Johor,334,KK Semerah,"KK Semerah, Jalan Muar Semerah, Mukim 1 Lubok, 83000, Batu Pahat, Johor",07-4162685,Batu Pahat
Johor,335,KK Senai,"KK Senai, Batu 13 Jalan Air Hitam, 81400, Kulai, Johor",07-5985872,Kulai
Johor,336,KK Senggarang,"KK Senggarang, No 24, 25, 26 & 27, Jalan Abdullah, Medan Bunga Cempaka Baru, Senggarang Batu Pahat, 83200, Batu Pahat, Johor",07-4291015,Batu Pahat
Johor,337,KK Sening,"KK Sening, 81900 Kota Tinggi, Johor, 81900, Kota Tinggi, Johor",07-8277398 / 07-8276168,Kota Tinggi
Johor,338,KK Serkat,"KK Serkat, Jalan Serkat, Pontian, 82030, Pontian, Johor",07-6960359,Pontian
Johor,339,KK Simpang Renggam,"KK Simpang Renggam, Klinik Kesihatan 3 Simpang Renggam, Jalan Rambutan, Simpang Renggam, 86200, Kluang, Johor",07-7554143,Kluang
Johor,340,KK Skudai Baru,"Klinik Kesihatan Skudai Baru, Ptd 4418, Jalan Hang Lekir 1, Taman Skudai Baru",07-5548028,Jalan Hang Lekir 1
Johor,341,KK Sri Gading,"KK Sri Gading, Lot 5360, Sri Gading, Jalan Kluang, Simpang Kanan, 83000, Batu Pahat, Johor",07-4558216,Batu Pahat
Johor,342,KK Sri Medan,"KK Sri Medan, Lot 5660, Pekan Sri Medan, Mukim 18, 83400, Batu Pahat, Johor",07-4850272,Batu Pahat
Johor,343,KK Sri Menanti,"KK Sri Menanti, Parit Jawa, Muar, 84160, Muar, Johor",06-9881059,Muar
Johor,344,KK Sri Merlong,"KK Sri Merlong, Lot 5086, Kampung Sri Merlong, Sungai Kluang, 83100, Batu Pahat, Johor",07-4258511,Batu Pahat
Johor,345,KK Sultan Ismail,"KK Sultan Ismail, Jalan Persiaran Mutiara Emas Utama, Taman Mount Austin, 81100, Johor Bahru, Johor",07-3577121,Johor Bahru
Johor,346,KK Sungai Mati,"KK Sungai Mati, Tangkak, Ledang, 84400, Tangkak, Johor",06-9751054,Tangkak
Johor,347,KK Sungai Rengit,"KK Sungai Rengit, Pengerang, 81620, Kota Tinggi, Johor",07-8263285 / 07-8264290,Kota Tinggi
Johor,348,KK Taman Ungku Tun Aminah,"KK Taman Ungku Tun Aminah, Lot 9, 11, 15, 17 Jln Sri Orkid 36, Tmn Sri Orkid, Skudai, 81300, Johor Bahru, Johor",07-5113727,Johor Bahru
Johor,349,KK Taman Universiti,"KK Taman Universiti, Jalan Kebudayaan 28, Taman Universiti, 81300, Johor Bahru, Johor",07-5216800,Johor Bahru
Johor,350,KK Tampoi,"KK Tampoi, JKR 4969, Batu 5 Jalan Skudai, 81200, Johor Bahru, Johor",07-2361030,Johor Bahru
Johor,351,KK Tanjong Sedili,"KK Tanjong Sedili, Felda Sening, 81910, Kota Tinggi, Johor",07-8918370 / 07-8916751,Kota Tinggi
Johor,352,KK Tebrau,"KK Tebrau, JKR 5409, 5410, 5413 Jalan Kerambit, Taman Sri Tebrau, 80050, Johor Bahru, Johor",07-3342067,Johor Bahru
Johor,353,KK Tenggaroh 02,"KK Tenggaroh 02, Jemaluang, Mersing, 86810, Mersing, Johor",07-7911267,Mersing
Johor,354,KK Tenglu,"KK Tenglu, Kilometer 8, Jalan Endau, Mersing, 86800, Mersing, Johor",07-7991276 / 07-7993676,Mersing
Johor,355,KK Tongkang Pecah,"KK Tongkang Pecah, PTD 1921, Jalan Besar Tongkang Pecah,  Linau, 83010, Batu Pahat, Johor",07-4152091,Batu Pahat
Johor,356,KK Ulu Belitong,"KK Ulu Belitong, Jalan Cemara, Felda Ulu Belitong, 86007, Kluang, Johor",07-7863333,Kluang
Johor,357,KK Ulu Tiram,"KK Ulu Tiram, JKR 2159, Jln Besar, Ulu Tiram, 81800, Johor Bahru, Johor",07-8611402,Johor Bahru
Johor,358,KK UTC Johor Bahru,"KK UTC Johor Bahru, Level G, Bangunan Galeria Kotaraya, 80200,  Johor Bahru, Johor",07-2214669,Johor Bahru
Johor,359,KK Yong Peng,"KK Yong Peng, Lot 8905, Jalan Besar Yong Peng, Semerong, 87000, Batu Pahat, Johor",07-4671361,Batu Pahat
Johor,360,KKIA Jalan Abd Samad,"KKIA Jalan Abd Samad, Jalan Abdul Samad, Johor Bharu, Johor, 81800, Johor Bahru, Johor",07-2224711,Johor Bahru
Johor,361,KKIA Jalan Tun Habab,"KKIA Jalan Tun Habab, Jalan Tun Habab, 81900 Kota Tinggi, Johor, 81900, Kota Tinggi, Johor",07-8832181,Kota Tinggi
Johor,362,KKIA Kluang,"KKIA Kluang , PT 3782, Jalan Sultanah, 86000 Kluang, Johor, 86000, Kluang, Johor",07-7721852,Kluang
Johor,363,"KKIA, Jalan Pejabat Kerajaan","KKIA, Jalan Pejabat Kerajaan, Jalan Pejabat Kerajaan, -, Kulai, Johor",-,Kulai
Kedah,1,KD 2G Chepir,"KD 2G Chepir, Kampung Cepir, 08200, Sik, Kedah",019-4188205,Sik
Kedah,2,KD 2G Kedawang,"KD 2G Kedawang, Kedawang, 07100, Langkawi, Kedah",04-9557943,Langkawi
Kedah,3,KD 2G Tupai,"KD 2G Tupai, Kampung Tupai, 08200, Sik, Kedah",013-5345498,Sik
Kedah,4,KD 2G Ulu Melaka,"KD 2G Ulu Melaka, Mukim Air Hangat, 07000, Langkawi, Kedah",04-9558566,Langkawi
Kedah,5,KD Air Merah,"KD Air Merah, Air Merah, 09000, Kulim, Kedah",04-4918494,Kulim
Kedah,6,KD Air Putih,"KD Air Putih, Air Putih, 09000, Kulim, Kedah",04-8668350,Kulim
Kedah,7,KD Asam Jawa,"KD Asam Jawa, Asam Jawa, 09100, Baling, Kedah",04-4721105 / 04-4721496,Baling
Kedah,8,KD Ayer Puteh,"KD Ayer Puteh, Air Putih, Serdang, 09800, Bandar Baharu, Kedah",04-4079314,Bandar Baharu
Kedah,9,KD Badang,"KD Badang, Badang, Malau, 09020, Baling, Kedah",04-4000024,Baling
Kedah,10,KD Bagan Samak,"KD Bagan Samak, Bagan Samak,  Bandar Baharu, 34950, Bandar Baharu, Kedah",04-7165508,Bandar Baharu
Kedah,11,KD Ban Merbok,"KD Ban Merbok, Ban Merbok, Merbok, 08100, Kuala Muda, Kedah",04-4471271,Kuala Muda
Kedah,12,KD Bandar,"KD Bandar, Jalan Weng, 09100, Baling, Kedah",04-4721120,Baling
Kedah,13,KD Batu 3 Gurun,"KD Batu 3 Gurun, Jalan Jeniang, Gurun, 08300, Kuala Muda, Kedah",04-4471272,Kuala Muda
Kedah,14,KD Batu 8,"KD Batu 8, Batu 8, 09100, Baling, Kedah",04-4721734,Baling
Kedah,15,KD Batu 9,"KD Batu 9  , Batu 9, Jalan Jeniang, Gurun, 08300, Kuala Muda, Kedah",04-4620297,Kuala Muda
Kedah,16,KD Batu Belacan,"KD Batu Belacan, Batu Belacan, Kuala Ketil, 09300, Kuala Muda, Kedah",04-4430518,Kuala Muda
Kedah,17,KD Batu Empat,"KD Batu Empat, Jalan Sanglang, Kodiang, 06100, Kubang Pasu, Kedah",04-9251379,Kubang Pasu
Kedah,18,KD Batu Lapan,"KD Batu Lapan, Felda Batu Lapan, Changlon, 06010, Kubang Pasu, Kedah",04-9245940,Kubang Pasu
Kedah,19,KD Batu Lintang,"KD Batu Lintang, Batu Lintang Simpor, Tikam Batu, 08600, Kuala Muda, Kedah",04-4430917,Kuala Muda
Kedah,20,KD Batu Putih,"KD Batu Putih, Batu Putih, Karangan, 09700, Kulim, Kedah",04-4037393,Kulim
Kedah,21,KD Bayas,"KD Bayas, Jalan Padang Mat Sirat, 07000, Langkawi, Kedah",04-9552962,Langkawi
