State,No.,Facility Name,Full Address,Phone Number
Johor,214,KD Sungai Ara (Felcra),"KD Sungai Ara (Felcra), Felcra Sg Ara, 81900, Kota Tinggi, Johor",07-8823406
Johor,215,KD Sungai Ayam,"KD Sungai Ayam, Kg. Sg. Ayam, 83040, Batu Pahat, Johor",07-4288255
Johor,216,KD Sungai Balang Darat,"KD Sungai Balang Darat, Kg Sg Balang Darat Sri Menanti, 84160, Muar, Johor",06-9883312
Johor,217,KD Sungai Bilah,"KD Sungai Bilah, Bukit Gambir, Ledang, 84800, Tangkak, Johor",06-9764642
Johor,218,KD Sungai Boh,"KD Sungai Boh, Jln Sg. Boh Pontian, 82030, Pontian, Johor",07-6961058
Johor,219,KD Sungai Bunyi,"KD Sungai Bunyi, Bt 35 Jln Johor Pontian, 82000, Pontian, Johor",07-6867419
Johor,220,KD Sungai Burung,"KD Sungai Burung, Jln Sg. Burung Pekan Nenas, Pontian, 81500, Pontian, Johor",07-6992348
Johor,221,KD Sungai Gersik,"KD Sungai Gersik, Kg Sg Gersik, 84000, Muar, Johor",06-9882068
Johor,222,KD Sungai Karang,"KD Sungai Karang, Jln Sg. Karang Kukup Pontian, 82300, Pontian, Johor",07-6883769
Johor,223,KD Sungai Karas,"KD Sungai Karas, Sungai Karas, Bekok, 86500, Segamat, Johor",07-9255355
Johor,224,KD Sungai Linau,"KD Sungai Linau, Simpang Renggam, 86200 Kluang, Johor, 86200, Kluang, Johor",07-7552633
Johor,225,KD Sungai Melayu,"KD Sungai Melayu, Kg. Sungai Melayu, 81200, Johor Bahru, Johor",07-2711902
Johor,226,KD Sungai Merlong,"KD Sungai Merlong, Rengit, Batu Pahat, 83000, Batu Pahat, Johor",07-4244217
Johor,227,KD Sungai Muda,"KD Sungai Muda, JKR 1515 Kg Sg Muda, 84160, Muar, Johor",06-9882063
Johor,228,KD Sungai Sayong,"KD Sungai Sayong, 86300 Renggam, Kluang, Johor, 86007, Kluang, Johor",07-7575133
Johor,229,KD Sungai Sayong (Felda),"KD Sungai Sayong (Felda), Felda Sg Sayong, 81900, Kota Tinggi, Johor",07-8978949
Johor,230,KD Sungai Sibol (Felda),"KD Sungai Sibol (Felda), Felda Sg Sibol, 81900, Kota Tinggi, Johor",07-8963857
Johor,231,KD Sungai Terap,"KD Sungai Terap, JKR 2173 Kg Sungai Terap Muar, 84000, Muar, Johor",06-9859754
Johor,232,KD Sungai Tiram,"KD Sungai Tiram, JKR 2114, Jln Sg. Tiram, 81800 Ulu Tiram, 81800, Johor Bahru, Johor",07-8616449
Johor,233,KD Talang Bunut,"KD Talang Bunut, Kampung Talang Olak Bunut, 83000, Batu Pahat, Johor",07-4545416
Johor,234,KD Tanjong Buai,"KD Tanjong Buai, Kg. Tanjung Buai, 81900, Kota Tinggi, Johor",013-7306382
Johor,235,KD Tanjong Langsat,"KD Tanjong Langsat, JKR 5376, Jln Kg Tg Langsat, Masai, Johor, 81750, Johor Bahru, Johor",07-2167657
Johor,236,KD Tanjong Serindit,"KD Tanjong Serindit, Kampung Tanjung Serindit, 81900, Kota Tinggi, Johor",013 7712802
Johor,237,KD Tanjung Ayer Hitam,"KD Tanjung Ayer Hitam, Jln Kayu Ara Pasong Pontian, 82010, Pontian, Johor",07-6952520
Johor,238,KD Tanjung Laboh,"KD Tanjung Laboh, Batu 10 Kampung Koris, Tanjung Laboh, 83200, Batu Pahat, Johor",07-4293837
Johor,239,KD Tanjung Selabu,"KD Tanjung Selabu, JKR 1916, Kg Tg. Selabu Bkt. Pasir, 84000, Muar, Johor",06-9858206
Johor,240,KD Tanjung Semberong,"KD Tanjung Semberong, Kg. Tanjung Semberong, 86400, Batu Pahat, Johor",07-4544711
Johor,241,KD Telok Bakong,"KD Telok Bakong, Serom, Sungai Mati Ledang, 84410, Tangkak, Johor",06-9756598
Johor,242,KD Telok Kerang,"KD Telok Kerang, Jln Teluk Kerang Kukup Pontian, 82300, Pontian, Johor",07-6867804
Johor,243,KD Telok Rimba,"KD Telok Rimba, 84000 Sungai Mati, Ledang, 84000, Tangkak, Johor",06-9751054
Johor,244,KD Telok Sengat,"KD Telok Sengat, Kampung Telok Sengat, 81900, Kota Tinggi, Johor",07-8955446
Johor,245,KD Teluk Ramunia,"KD Teluk Ramunia, Jalan Ramunia, 81900, Kota Tinggi, Johor",07-8264420
Johor,246,KD Temiang,"KD Temiang, JKR 1317 Kg Temiang Muar, 84000, Muar, Johor",06-9513363
Johor,247,KD Temu Jodoh,"KD Temu Jodoh, Chaah, Segamat, 85400, Segamat, Johor",07-9261277
Johor,248,KD Tenang,"KD Tenang, Kg Tenang, Air Panas, 85300, Segamat, Johor",07-9287819
Johor,249,KD Tenang Station,"KD Tenang Station, Tenang Station, Labis, Johor, 85000, Segamat, Johor",07-9270130
Johor,250,KD Tenggaroh 1 (Felda),"KD Tenggaroh 1 (Felda), Mersing, 86800, Mersing, Johor",07-7911611
Johor,251,KD Tenggaroh 5 (Felda),"KD Tenggaroh 5 (Felda), Mersing, 86800, Mersing, Johor",07-7911208
Johor,252,KD Tenggaroh Selatan 1,"KD Tenggaroh Selatan 1, Felda Tenggaroh 1, 81900, Kota Tinggi, Johor",07-7914796
Johor,253,KD Tiram Duku,"KD Tiram Duku, Johor Bahru, 80950, Johor Bahru, Johor",07-5073480
Johor,254,KD Triang,"KD Triang, Jln Triang, 86800, Mersing, Johor",07-7944628
Johor,255,KD Ulu Benut,"KD Ulu Benut, Simpang Renggam, 86200 Kluang, Johor, 86200, Kluang, Johor",07-7552433
Johor,256,KD Ulu Choh,"KD Ulu Choh, Kg Ulu Choh, 81150, Kulai, Johor",07-6993621
Johor,257,KD Ulu Penggeli,"KD Ulu Penggeli, 86007 Kluang, Johor, 86007, Kluang, Johor",07-7863800
Johor,258,KD Ulu Tebrau (Felda),"KD Ulu Tebrau (Felda), 3195A- Felda Ulu Tebrau, Ulu Tiram, 81800, Johor Bahru, Johor",07-8601210
Johor,259,KK Air Hitam,"KK Air Hitam,  Batu 15, Muar, 84200, Muar, Johor",07-4212512
Johor,260,KK Air Tawar 2,"KK Air Tawar 2, Felda Air Tawar 2, 81920 Kota Tinggi, Johor, 81920, Kota Tinggi, Johor",07-8932207
Johor,261,KK Air Tawar 5 (Felda),"KK Air Tawar 5 (Felda), Felda Air Tawar 5, 81900 Kota Tinggi, Johor",07-8952872
Johor,262,KK Ayer Baloi,"KK Ayer Baloi, Ayer Baloi, Pontian, 82100, Pontian, Johor",07-6931213 / 07-6933712
Johor,263,KK Ayer Hitam,"KK Ayer Hitam, Batu 1 Jalan Yong Peng, 86100, Batu Pahat, Johor",07-7581966
Johor,264,KK Bagan,"KK Bagan, MLO 091, Pekan Parit Besar Bagan, Bagan, 83000, Batu Pahat, Johor",07-4138107
Johor,265,KK Bakri,"KK Bakri, Jalan Muar ke Pagoh, Muar, 84600, Muar, Johor",06-9867007
Johor,266,KK Bandar Mas,"KK Bandar Mas, Bandar Mas, 81900 Kota Tinggi, Johor, 81900, Kota Tinggi, Johor",07-8236155
Johor,267,KK Bandar Penawar,"KK Bandar Penawar, Jln Pembangunan, Bandar Penawar, 81930, Kota Tinggi, Johor",07-8221064
Johor,268,KK Bandar Putra,"KK Bandar Putra, Jalan Genuang, Bandar Putra, Segamat, 85000, Segamat, Johor",07-9436099
Johor,269,KK Bandar Tenggara,"KK Bandar Tenggara, Kulaijaya, 81440, Kota Tinggi, Johor",07-8966199
Johor,270,KK Batu Anam,"KK Batu Anam, Jalan Bukit Cantik, Jalan Muar, Batu Anam, 85100, Segamat, Johor",07-9499249
Johor,271,KK Batu Pahat,"KK Batu Pahat, PTD 6625, Jalan Kluang Batu Pahat, Simpang Kanan, 83000, Batu Pahat, Johor",07-4343355
Johor,272,KK Bayu Damai,"KK Bayu Damai, Pengerang, 81600, Kota Tinggi, Johor",019-7251130
Johor,273,KK Bekok,"KK Bekok, Jalan Gunung, 86500 Bekok, Segamat, 86500, Segamat, Johor",07-9221241
Johor,274,KK Benut,"KK Benut, Jalan Parit Ismail, Benut, 82200, Pontian, Johor",07-6903633
Johor,275,KK Bukit Besar,"KK Bukit Besar, Felda Bukit Besar, Kulai Jaya, 81450, Kota Tinggi, Johor",07-8977255 / 07-8976130
Johor,276,KK Bukit Gambir,"KK Bukit Gambir, Lot 11961 Klinik Kesihatan Bukit Gambir, Gersik, 84800, Tangkak, Johor",06-9762549 / 06-9761353
Johor,277,KK Bukit Indah,"KK Bukit Indah, PTD 89954, Jalan Indah 4/14, Taman Bukit Indah, 79100,  Johor Bahru, Johor",-
Johor,278,KK Bukit Pasir,"KK Bukit Pasir, 84300 Bukit Pasir, Muar, Johor, 84300, Muar, Johor",06-9856196
Johor,279,KK Bukit Serampang,"KK Bukit Serampang, Jalan Durian Condong, Bukit Serampang, Jementah, Ledang, 85210, Tangkak, Johor",06-9776961
Johor,280,KK Bukit Waha,"KK Bukit Waha, Felda Bukit Waha, 81907, Kota Tinggi, Johor",07-8925595
Johor,281,KK Buloh Kasap,"KK Buloh Kasap, Jalan Tasik Alai, Buluh Kasap, 85010, Segamat, Johor",07-9441241
Johor,282,KK Chaah,"KK Chaah, Chaah, Segamat, 85400, Segamat, Johor",07-9261236
Johor,283,KK Endau,"KK Endau, Jln Sekolah, Mersing, 86900, Mersing, Johor",07-7945066 / 07-7943214
Johor,284,KK Gelang Patah,"KK Gelang Patah, JKR 4176 Jalan Besar Gelang Patah, 81550, Johor Bahru, Johor",07-5101252
Johor,285,KK Gersik,"KK Gersik, Gersik, Ledang, 84700, Tangkak, Johor",06-9728780
Johor,286,KK Jemaluang,"KK Jemaluang, Mersing, 86810, Mersing, Johor",07-7921271
Johor,287,KK Jementah,"KK Jementah, Jalan Muar, Jementah, Segamat, 85200, Segamat, Johor",07-9475097 / 07-9471321
Johor,288,KK Kahang Batu 22,"KK Kahang Batu 22, Lot 96, Jalan Mersing Batu 22, Kahang, 86700, Kluang, Johor",07-7881229
Johor,289,KK Kahang Timur,"KK Kahang Timur, Jalan Merak, Felda Kahang Timur, 86000, Kluang, Johor",07-7866633
Johor,290,KK Kampung Cahaya Baru,"KK Kampung Cahaya Baru, JKR 2116, Jln Perak, Kampung Cahaya Baru, Masai, 81750, Johor Bahru, Johor",07-2612346
Johor,291,KK Kayu Ara Pasong,"KK Kayu Ara Pasong, Jln Kayu Ara Pasong, Api-Api, 82010, Pontian, Johor",07-6951355
Johor,292,KK Kelapa Sawit,"Klinik Kesihatan Kelapa Sawit, Jalan Kelapa Sawit, 81000, Kulai, Johor",-
Johor,293,KK Kempas,"KK Kempas, JKR 6044, Jln Persisiran Tanjung Tampoi, 81200, Johor Bahru, Johor",07-2382060
Johor,294,KK Kulai,"KK Kulai, Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000, Kulai, Johor",07-6625255
Johor,295,KK Kulai Besar,"KK Kulai Besar, Batu 19 Jalan Air Hitam, Kulaijaya, 81000, Kulai, Johor",07-6622403
Johor,296,KK Labis,"KK Labis, Jalan Pejabat, Labis, 85300, Segamat, Johor",07-9251500
Johor,297,KK Larkin,"KK Larkin, PTD 4999, Jalan Sentosa, Larkin, 80350, Johor Bahru, Johor",07-2233249
Johor,298,KK Layang-Layang,"KK Layang-Layang, Jalan Pejabat Pos, Layang-Layang, 81850, Kluang, Johor",07-7527233
Johor,299,KK Lenga,"KK Lenga, Batu 29 Lenga, Muar, 84040, Muar, Johor",06-9711445
Johor,300,KK Lok Heng,"KK Lok Heng, Jalan Amanah, 81900, Kota Tinggi, Johor",07-8947188 / 07-8947016
Johor,301,KK Maharani,"KK Maharani, Jalan Salleh, Muar, 84000, Muar, Johor",06-9539729
Johor,302,KK Mahmoodiah,"KK Mahmoodiah, JKR 6274 Jalan Mahammodiah, 80100, Johor Bahru, Johor",07-2266166
Johor,303,KK Majidee,"KK Majidee, Pesakit Luar KK Majidee, Jalan Tebrau Lama, 81100, Johor Bahru, Johor",07-3323535
Johor,304,KK Masai,"KK Masai, JKR 5638, Jalan Pekeliling Masai, 81750, Johor Bahru, Johor",07-2521882 / 07-2511333
Johor,305,KK Mengkibol,"KK Mengkibol, Jalan Mengkibol, 86000, Kluang, Johor",07-7765343
Johor,306,KK Mersing Kanan,"KK Mersing Kanan, Jalan Endau, Mersing, 86800, Mersing, Johor",07-7992005
Johor,307,KK Muar,"KK Muar, Taman Tun Dr Ismail, Jalan Bakri Batu 1 1/2 Muar, 84000, Muar, Johor",06-9523563
Johor,308,KK Nitar 1,"KK Nitar 1 , Jalan, Merbah, Mersing, 86800, Mersing, Johor",07-7961633
Johor,309,KK Pagoh,"KK Pagoh, Batu 15 Jln Muar Lenga, Muar, 84600, Muar, Johor",06-9746270
Johor,310,KK Paloh,"KK Paloh, No 139 Jalan Klinik, Paloh, 86600, Kluang, Johor",07-7811059
Johor,311,KK Palong Timur,"KK Palong Timur, Palong Timur, Batu Anam, 85100, Segamat, Johor",07-4669261
Johor,312,KK Parit Bakar,"KK Parit Bakar, Jalan Temenggung Ahmad, Muar, 84000, Muar, Johor",06-9811324
Johor,313,KK Parit Ismail,"KK Parit Ismail, Jln Parit Ismail, Pontian, 82200, Pontian, Johor",07-6903671
Johor,314,KK Parit Jawa,"KK Parit Jawa, Jalan Temenggung Ahmad, Muar, 84150, Muar, Johor",06-9874252
Johor,315,KK Parit Raja,"KK Parit Raja, MLO 261, Jalan Besar Air Hitam, Sri Gading, 86400, Batu Pahat, Johor",07-4541237
Johor,316,KK Parit Sulong,"KK Parit Sulong, Lot 608, Pekan Parit Sulong, Simpang Kiri, 83500, Batu Pahat, Johor",07-4186204
Johor,317,KK Parit Yaani,"KK Parit Yaani, Lot 9167, Pekan Parit Yaani, Mukim 7, 83710, Batu Pahat, Johor",07-4846521
Johor,318,KK Parit Yusof,"KK Parit Yusof, Jalan Muar Batu Pahat, Muar, 83500, Muar, Johor",07-4161277
Johor,319,KK Pasir Gudang,"KK Pasir Gudang, JKR 5376, Jalan 8/1 Perjiranan 8,  Pasir Gudang, 81700, Johor Bahru, Johor",07-2510594
Johor,320,KK Paya Mengkuang,"KK Paya Mengkuang, JKR 4091 Jln Kelasi, Desa Paya Mengkuang, Gelang Patah, 81560, Johor Bahru, Johor",07-5080015
Johor,321,KK Payamas,"KK Payamas, Jalan Payamas, Tangkak, 84900, Tangkak, Johor",06-9781861
Johor,322,KK Pekan Air Panas,"KK Pekan Air Panas, Pekan Air Panas, Labis, Segamat, 85300, Segamat, Johor",07-9287008
Johor,323,KK Pekan Nanas,"KK Pekan Nanas, Jln Pekan Nanas, Pontian, 81500, Pontian, Johor",07-6994352
Johor,324,KK Pemanis,"KK Pemanis, Felda Pemanis, Segamat, 85009, Segamat, Johor",07-9456673
Johor,325,KK Penerok,"KK Penerok, Jln Kukup, Pontian, 82300, Pontian, Johor",07-6960311
Johor,326,KK Pengerang,"KK Pengerang, Felda Lok Heng, Tanjung Surat, 81600, Kota Tinggi, Johor",07-8252455
Johor,327,KK Pesta,"KK Pesta, PTD 13591, Kampung Kenang-Kenangan Dato' Onn, Jalan Perak, Simpang Kanan, 83000, Batu Pahat, Johor",07-4343355
Johor,328,KK Pontian,"KK Pontian, Jalan Alsagoff, Pontian, 82000, Pontian, Johor",07-6868211 / 212 / 213
Johor,329,KK Renggam,"KK Renggam, PTD 2495, Jalan Simpang Renggam, Renggam, 86300, Kluang, Johor",07-7535255
Johor,330,KK Rengit,"KK Rengit, TLO 52, Jalan Besar Rengit, Rengit, 83500, Batu Pahat, Johor",07-4241224
Johor,331,KK Sagil,"KK Sagil, Jalan Segamat, Ledang, 84020, Tangkak, Johor",06-9772244
Johor,332,KK Sedili Besar,"KK Sedili Besar, Lot 218, Jalan Hj Md Lazim, Kambu, 81910, Kota Tinggi, Johor",07-8899870
Johor,333,KK Segamat,"KK Segamat, Jalan Muar, Segamat, 85000, Segamat, Johor",07-9313334
Johor,334,KK Semerah,"KK Semerah, Jalan Muar Semerah, Mukim 1 Lubok, 83000, Batu Pahat, Johor",07-4162685
Johor,335,KK Senai,"KK Senai, Batu 13 Jalan Air Hitam, 81400, Kulai, Johor",07-5985872
Johor,336,KK Senggarang,"KK Senggarang, No 24, 25, 26 & 27, Jalan Abdullah, Medan Bunga Cempaka Baru, Senggarang Batu Pahat, 83200, Batu Pahat, Johor",07-4291015
Johor,337,KK Sening,"KK Sening, 81900 Kota Tinggi, Johor, 81900, Kota Tinggi, Johor",07-8277398 / 07-8276168
Johor,338,KK Serkat,"KK Serkat, Jalan Serkat, Pontian, 82030, Pontian, Johor",07-6960359
Johor,339,KK Simpang Renggam,"KK Simpang Renggam, Klinik Kesihatan 3 Simpang Renggam, Jalan Rambutan, Simpang Renggam, 86200, Kluang, Johor",07-7554143
Johor,340,KK Skudai Baru,"Klinik Kesihatan Skudai Baru, Ptd 4418, Jalan Hang Lekir 1, Taman Skudai Baru",07-5548028
Johor,341,KK Sri Gading,"KK Sri Gading, Lot 5360, Sri Gading, Jalan Kluang, Simpang Kanan, 83000, Batu Pahat, Johor",07-4558216
Johor,342,KK Sri Medan,"KK Sri Medan, Lot 5660, Pekan Sri Medan, Mukim 18, 83400, Batu Pahat, Johor",07-4850272
Johor,343,KK Sri Menanti,"KK Sri Menanti, Parit Jawa, Muar, 84160, Muar, Johor",06-9881059
Johor,344,KK Sri Merlong,"KK Sri Merlong, Lot 5086, Kampung Sri Merlong, Sungai Kluang, 83100, Batu Pahat, Johor",07-4258511
Johor,345,KK Sultan Ismail,"KK Sultan Ismail, Jalan Persiaran Mutiara Emas Utama, Taman Mount Austin, 81100, Johor Bahru, Johor",07-3577121
Johor,346,KK Sungai Mati,"KK Sungai Mati, Tangkak, Ledang, 84400, Tangkak, Johor",06-9751054
Johor,347,KK Sungai Rengit,"KK Sungai Rengit, Pengerang, 81620, Kota Tinggi, Johor",07-8263285 / 07-8264290
Johor,348,KK Taman Ungku Tun Aminah,"KK Taman Ungku Tun Aminah, Lot 9, 11, 15, 17 Jln Sri Orkid 36, Tmn Sri Orkid, Skudai, 81300, Johor Bahru, Johor",07-5113727
Johor,349,KK Taman Universiti,"KK Taman Universiti, Jalan Kebudayaan 28, Taman Universiti, 81300, Johor Bahru, Johor",07-5216800
Johor,350,KK Tampoi,"KK Tampoi, JKR 4969, Batu 5 Jalan Skudai, 81200, Johor Bahru, Johor",07-2361030
Johor,351,KK Tanjong Sedili,"KK Tanjong Sedili, Felda Sening, 81910, Kota Tinggi, Johor",07-8918370 / 07-8916751
Johor,352,KK Tebrau,"KK Tebrau, JKR 5409, 5410, 5413 Jalan Kerambit, Taman Sri Tebrau, 80050, Johor Bahru, Johor",07-3342067
Johor,353,KK Tenggaroh 02,"KK Tenggaroh 02, Jemaluang, Mersing, 86810, Mersing, Johor",07-7911267
Johor,354,KK Tenglu,"KK Tenglu, Kilometer 8, Jalan Endau, Mersing, 86800, Mersing, Johor",07-7991276 / 07-7993676
Johor,355,KK Tongkang Pecah,"KK Tongkang Pecah, PTD 1921, Jalan Besar Tongkang Pecah,  Linau, 83010, Batu Pahat, Johor",07-4152091
Johor,356,KK Ulu Belitong,"KK Ulu Belitong, Jalan Cemara, Felda Ulu Belitong, 86007, Kluang, Johor",07-7863333
Johor,357,KK Ulu Tiram,"KK Ulu Tiram, JKR 2159, Jln Besar, Ulu Tiram, 81800, Johor Bahru, Johor",07-8611402
Johor,358,KK UTC Johor Bahru,"KK UTC Johor Bahru, Level G, Bangunan Galeria Kotaraya, 80200,  Johor Bahru, Johor",07-2214669
Johor,359,KK Yong Peng,"KK Yong Peng, Lot 8905, Jalan Besar Yong Peng, Semerong, 87000, Batu Pahat, Johor",07-4671361
Johor,360,KKIA Jalan Abd Samad,"KKIA Jalan Abd Samad, Jalan Abdul Samad, Johor Bharu, Johor, 81800, Johor Bahru, Johor",07-2224711
Johor,361,KKIA Jalan Tun Habab,"KKIA Jalan Tun Habab, Jalan Tun Habab, 81900 Kota Tinggi, Johor, 81900, Kota Tinggi, Johor",07-8832181
Johor,362,KKIA Kluang,"KKIA Kluang , PT 3782, Jalan Sultanah, 86000 Kluang, Johor, 86000, Kluang, Johor",07-7721852
Johor,363,"KKIA, Jalan Pejabat Kerajaan","KKIA, Jalan Pejabat Kerajaan, Jalan Pejabat Kerajaan, -, Kulai, Johor",-
Kedah,1,KD 2G Chepir,"KD 2G Chepir, Kampung Cepir, 08200, Sik, Kedah",019-4188205
Kedah,2,KD 2G Kedawang,"KD 2G Kedawang, Kedawang, 07100, Langkawi, Kedah",04-9557943
Kedah,3,KD 2G Tupai,"KD 2G Tupai, Kampung Tupai, 08200, Sik, Kedah",013-5345498
Kedah,4,KD 2G Ulu Melaka,"KD 2G Ulu Melaka, Mukim Air Hangat, 07000, Langkawi, Kedah",04-9558566
Kedah,5,KD Air Merah,"KD Air Merah, Air Merah, 09000, Kulim, Kedah",04-4918494
Kedah,6,KD Air Putih,"KD Air Putih, Air Putih, 09000, Kulim, Kedah",04-8668350
Kedah,7,KD Asam Jawa,"KD Asam Jawa, Asam Jawa, 09100, Baling, Kedah",04-4721105 / 04-4721496
Kedah,8,KD Ayer Puteh,"KD Ayer Puteh, Air Putih, Serdang, 09800, Bandar Baharu, Kedah",04-4079314
Kedah,9,KD Badang,"KD Badang, Badang, Malau, 09020, Baling, Kedah",04-4000024
Kedah,10,KD Bagan Samak,"KD Bagan Samak, Bagan Samak,  Bandar Baharu, 34950, Bandar Baharu, Kedah",04-7165508
Kedah,11,KD Ban Merbok,"KD Ban Merbok, Ban Merbok, Merbok, 08100, Kuala Muda, Kedah",04-4471271
Kedah,12,KD Bandar,"KD Bandar, Jalan Weng, 09100, Baling, Kedah",04-4721120
Kedah,13,KD Batu 3 Gurun,"KD Batu 3 Gurun, Jalan Jeniang, Gurun, 08300, Kuala Muda, Kedah",04-4471272
Kedah,14,KD Batu 8,"KD Batu 8, Batu 8, 09100, Baling, Kedah",04-4721734
Kedah,15,KD Batu 9,"KD Batu 9  , Batu 9, Jalan Jeniang, Gurun, 08300, Kuala Muda, Kedah",04-4620297
Kedah,16,KD Batu Belacan,"KD Batu Belacan, Batu Belacan, Kuala Ketil, 09300, Kuala Muda, Kedah",04-4430518
Kedah,17,KD Batu Empat,"KD Batu Empat, Jalan Sanglang, Kodiang, 06100, Kubang Pasu, Kedah",04-9251379
Kedah,18,KD Batu Lapan,"KD Batu Lapan, Felda Batu Lapan, Changlon, 06010, Kubang Pasu, Kedah",04-9245940
Kedah,19,KD Batu Lintang,"KD Batu Lintang, Batu Lintang Simpor, Tikam Batu, 08600, Kuala Muda, Kedah",04-4430917
Kedah,20,KD Batu Putih,"KD Batu Putih, Batu Putih, Karangan, 09700, Kulim, Kedah",04-4037393
Kedah,21,KD Bayas,"KD Bayas, Jalan Padang Mat Sirat, 07000, Langkawi, Kedah",04-9552962
Kedah,22,KD Belantik,"KD Belantik, Kampung Belantik, 08210, Sik, Kedah",019-4142324
Kedah,23,KD Belida,"KD Belida, Belida, Kuala Ketil, 09300, Baling, Kedah",04-4430446 / 04-4430445
Kedah,24,KD Belukar Luas,"KD Belukar Luas, Kuala Nerang, 06300, Padang Terap, Kedah",04-7852085
Kedah,25,KD Bendang Man,"KD Bendang Man, Kampung Bendang Man, 08200, Sik, Kedah",019-4978559
Kedah,26,KD Beris Jaya,"KD Beris Jaya, Bandar Baru Beris Jaya, 08200, Sik, Kedah",04-4620050 / 013-5264946
Kedah,27,KD Bikan,"KD Bikan, Bikan, Labu Besar, 09700, Kulim, Kedah",04-4721709
Kedah,28,KD Binjal,"KD Binjal, d/a KD Kampung Tradisi Paya Pahlawan, Binjal, Jitra, 06000, Kubang Pasu, Kedah",04-9173526
Kedah,29,KD Binjul Luar,"KD Binjul Luar, Binjul Luar, Kuala Ketil, 09310, Baling, Kedah",04-4727389
Kedah,30,KD Bongor,"KD Bongor, Jalan Weng, 09100, Baling, Kedah",04-4721108
Kedah,31,KD Budi,"KD Budi, Jalan Budi, Mukim Lesong, 06400, Pokok Sena, Kedah",04-7847660
Kedah,32,KD Bujang,"KD Bujang, Kampung Bujang, Merbok, 08400, Kuala Muda, Kedah",04-4471163
Kedah,33,KD Bukit Besar,"KD Bukit Besar, Jalan Kolam Air, 06800, Yan, Kedah",04-7695704
Kedah,34,KD Bukit Jambul,"KD Bukit Jambul, Bukit Jambul, 06700, Pendang, Kedah",04-7414834
Kedah,35,KD Bukit Jenun,"KD Bukit Jenun, Bukit Jenuh, 06700, Pendang, Kedah",04-7599716
Kedah,36,KD Bukit Lada,"KD Bukit Lada, Mukim Bukit Lada, 06400, Pokok Sena, Kedah",04-7852508
Kedah,37,KD Bukit Meriam,"KD Bukit Meriam, Kampung Bukit Meriam, Kota Kuala Muda, 08500, Kuala Muda, Kedah",04-4376013
Kedah,38,KD Bukit Payong,"KD Bukit Payong, Kampung Bukit Payung, Jalan Naka Mukim Gajah Mati, 06400, Pokok Sena, Kedah",04-7824625
Kedah,39,KD Bukit Pinang,"KD Bukit Pinang, 129, Jalan Bukit Pinang, Alor Setar, 06200, Kota Setar, Kedah",04-7142344
Kedah,40,KD Bukit Raya,"KD Bukit Raya, Bukit Raya, 06700, Pendang, Kedah",04-4477530
Kedah,41,KD Bukit Tangga,"KD Bukit Tangga, Felda Bukit Tangga, Bukit Kayu Hitam, 06050, Kubang Pasu, Kedah",04-9222836
Kedah,42,KD Bukit Tembaga,"KD Bukit Tembaga , Felda Bukit Tembaga, Kuala Nerang, 06300, Padang Terap, Kedah",04-7824624
Kedah,43,KD Charok Beras,"KD Charok Beras, Charok Beras, Kuala Ketil, 09300, Baling, Kedah",04-4430448
Kedah,44,KD Charok Kelian,"KD Charok Kelian, Charok Kelian, 09100, Baling, Kedah",04-4721103
Kedah,45,KD Charok Pelanduk,"KD Charok Pelanduk, Kampung Charok Pelanduk, 08200, Sik, Kedah",019-4974373
Kedah,46,KD Charuk Kudung,"KD Charuk Kudung, Charuk Kudung, 06700, Pendang, Kedah",04-7414812
Kedah,47,KD Chemara,"KD Chemara, Kampung Cemara, 08200, Sik, Kedah",019-5208829
Kedah,48,KD Daun Tengah,"KD Daun Tengah, 06910, Yan, Kedah",011-65752534
Kedah,49,KD Derang,"KD Derang, Lot 2912, Kampung KEDA, 06400, Pokok Sena, Kedah",04-7410086
Kedah,50,KD Dulang Kechil,"KD Dulang Kechil, Dulang Yan, 06900, Yan, Kedah",011-65752506
Kedah,51,KD Ewa,"KD  Ewa, Mukim Air Hangat, 07000, Langkawi, Kedah",04-9593313
Kedah,52,KD Gajah Mati,"KD Gajah Mati, Gajah Mati, 06700, Pendang, Kedah",04-7414763
Kedah,53,KD Gelong,"KD Gelong, Mukim Gelong, Jitra, 06000, Kubang Pasu, Kedah",04-9163585
Kedah,54,KD Guar Lobak,"KD Guar Lobak, Sidam Kanan, Padang Serai, 09400, Kulim, Kedah",04-4853458
Kedah,55,KD Guar Napai,"KD Guar Napai, Felda Guar Napai, Changlon, 06010, Kubang Pasu, Kedah",04-9244786
Kedah,56,KD Gunung Bongsu,"KD Gunung Bongsu, Gunung Bongsu, Karangan, 09700, Kulim, Kedah",04-4170142
Kedah,57,KD Gunung Keriang,"KD Gunung Keriang, Mukim Gunung, Alor Setar, 06750, Kota Setar, Kedah",04-7346160
Kedah,58,KD Gurun,"KD Gurun, Gurun, 08300, Kuala Muda, Kedah",04-4685120
Kedah,59,KD Hujung Bandar,"KD Hujung Bandar, Kampung Hujung Bandar, 08200, Sik, Kedah",019-4729728
Kedah,60,KD Hutan Kampung,"KD Hutan Kampung, Jalan Hutan Kampung, Mukim Hutan Kampung, Alor Setar, 05250, Kota Setar, Kedah",04-7142430
Kedah,61,KD Iboi,"KD Iboi, Mampung Iboi, 09200, Baling, Kedah",04-4721104
